id	char
2355	湖
2356	湘
2357	湫
2358	湮
2359	湾
2360	湿
2361	溃
2362	溅
2363	溆
2364	溉
2365	源
2366	溘
2367	溜
2368	溢
2369	溪
2370	溯
2371	溶
2372	溺
2373	滇
2374	滋
2375	滑
2376	滓
2377	滔
2378	滚
2379	滞
2380	满
2381	滥
2382	滩
2383	滴
2384	漂
2385	漆
2386	漉
2387	漏
2388	漓
2389	演
2390	漕
2391	漠
2392	漫
2393	漱
2394	潇
2395	潘
2396	潜
2397	潢
2398	潦
2399	潭
2400	潮
2401	潸
2402	潺
2403	潼
2404	澄
2405	澌
2406	澡
2407	激
2408	濡
2409	濯
2410	灌
2411	灞
2412	火
2413	灭
2414	灯
2415	灰
2416	灵
2417	灶
2418	灸
2419	灼
2420	灾
2421	灿
2422	炉
2423	炊
2424	炎
2425	炒
2426	炕
2427	炖
2428	炙
2429	炫
2430	炬
2431	炭
2432	炮
2433	炯
2434	炳
2435	炷
2436	炸
2437	点
2438	炼
2439	炽
2440	烁
2441	烂
2442	烈
2443	烘
2444	烙
2445	烛
2446	烟
2447	烤
2448	烦
2449	烧
2450	烫
2451	烬
2452	热
2453	烹
2454	焉
2455	焐
2456	焕
2457	焙
2458	焚
2459	焦
2460	焯
2461	焰
2462	然
2463	煅
2464	煌
2465	煎
2466	煞
2467	煤
2468	照
2469	煨
2470	煮
2471	煽
2472	熄
2473	熊
2474	熏
2475	熔
2476	熙
2477	熟
2478	熨
2479	熬
2480	燃
2481	燎
2482	燔
2483	燕
2484	燥
2485	燹
2486	爆
2487	爨
2488	爪
2489	爬
2490	爰
2491	爱
2492	爵
2493	父
2494	爷
2495	爹
2496	爻
2497	爽
2498	片
2499	版
2500	牌
2501	牍
2502	牖
2503	牙
2504	牛
2505	牝
2506	牟
2507	牡
2508	牢
2509	物
2510	牲
2511	牵
2512	特
2513	犀
2514	犁
2515	犄
2516	犒
2517	犟
2518	犬
2519	犯
2520	状
2521	犹
2522	狂
2523	狄
2524	狈
2525	狍
2526	狎
2527	狐
2528	狗
2529	狞
2530	狠
2531	狡
2532	独
2533	狭
2534	狮
2535	狰
2536	狱
2537	狲
2538	狸
2539	狺
2540	狼
2541	猁
2542	猖
2543	猗
2544	猛
2545	猜
2546	猞
2547	猢
2548	猩
2549	猪
2550	猫
2551	猬
2552	献
2553	猴
2554	猾
2555	猿
2556	獐
2557	獗
2558	獠
2559	獭
2560	獾
2561	玄
2562	率
2563	玉
2564	王
2565	玎
2566	玑
2567	玕
2568	玛
2569	玩
2570	玫
2571	环
2572	现
2573	玲
2574	玳
2575	玷
2576	玺
2577	玻
2578	珀
2579	珊
2580	珍
2581	珐
2582	珑
2583	珞
2584	珠
2585	珩
2586	班
2587	珰
2588	球
2589	琅
2590	理
2591	琉
2592	琏
2593	琐
2594	琛
2595	琢
2596	琥
2597	琪
2598	琮
2599	琳
2600	琴
2601	琵
2602	琶
2603	琼
2604	瑁
2605	瑕
2606	瑙
2607	瑚
2608	瑛
2609	瑞
2610	瑟
2611	瑰
2612	瑶
2613	璃
2614	璎
2615	璜
2616	璧
2617	瓜
2618	瓟
2619	瓠
2620	瓢
2621	瓣
2622	瓤
2623	瓦
2624	瓮
2625	瓯
2626	瓶
2627	瓷
2628	甄
2629	甓
2630	甘
2631	甚
2632	甜
2633	生
2634	甥
2635	用
2636	甩
2637	甬
2638	田
2639	由
2640	甲
2641	申
2642	电
2643	男
2644	甸
2645	画
2646	畀
2647	畅
2648	界
2649	畏
2650	畔
2651	留
2652	畜
2653	畤
2654	略
2655	畦
2656	番
2657	畸
2658	疆
2659	疏
2660	疑
2661	疔
2662	疗
2663	疙
2664	疤
2665	疮
2666	疯
2667	疲
2668	疵
2669	疹
2670	疼
2671	疾
2672	病
2673	症
2674	痊
2675	痒
2676	痕
2677	痘
2678	痛
2679	痨
2680	痰
2681	痴
2682	瘌
2683	瘟
2684	瘢
2685	瘦
2686	瘩
2687	瘫
2688	瘰
2689	瘸
2690	癍
2691	癖
2692	癞
2693	癣
2694	癫
2695	登
2696	白
2697	百
2698	皂
2699	的
2700	皆
2701	皇
2702	皎
2703	皑
2704	皓
2705	皤
2706	皮
2707	皱
2708	皴
2709	皿
2710	盂
2711	盅
2712	盆
2713	盈
2714	益
2715	盏
2716	盐
2717	监
2718	盒
2719	盔
2720	盖
2721	盗
2722	盘
2723	盛
2724	盟
2725	盥
2726	目
2727	直
2728	相
2729	盹
2730	盼
2731	盾
2732	省
2733	眉
2734	看
2735	真
2736	眠
2737	眦
2738	眩
2739	眯
2740	眷
2741	眸
2742	眼
2743	着
2744	睁
2745	睇
2746	睚
2747	睛
2748	睡
2749	睢
2750	督
2751	睦
2752	睬
2753	睹
2754	睿
2755	瞅
2756	瞎
2757	瞒
2758	瞟
2759	瞥
2760	瞧
2761	瞪
2762	瞬
2763	瞳
2764	瞻
2765	瞽
2766	矗
2767	矛
2768	矜
2769	矢
2770	矣
2771	知
2772	矩
2773	矫
2774	短
2775	矮
2776	石
2777	矶
2778	矸
2779	矾
2780	砂
2781	砌
2782	砍
2783	砒
2784	研
2785	砖
2786	砚
2787	砣
2788	砧
2789	砭
2790	砰
2791	破
2792	砸
2793	砾
2794	硌
2795	硕
2796	硝
2797	硬
2798	确
2799	碌
2800	碍
2801	碎
2802	碑
2803	碓
2804	碗
2805	碜
2806	碟
2807	碣
2808	碧
2809	碰
2810	碴
2811	碾
2812	磁
2813	磊
2814	磐
2815	磕
2816	磨
2817	磬
2818	磴
2819	磷
2820	礰
2821	示
2822	礼
2823	社
2824	祀
2825	祈
2826	祖
2827	祗
2828	祚
2829	祛
2830	祝
2831	神
2832	祟
2833	祠
2834	祥
2835	祧
2836	票
2837	祭
2838	祯
2839	祶
2840	祷
2841	祸
2842	祺
2843	禀
2844	禁
2845	禄
2846	禅
2847	福
2848	禧
2849	禹
2850	离
2851	禽
2852	禾
2853	秀
2854	私
2855	秃
2856	秉
2857	秋
2858	种
2859	科
2860	秘
2861	租
2862	秤
2863	秦
2864	秧
2865	积
2866	称
2867	移
2868	秽
2869	秾
2870	稀
2871	稂
2872	程
2873	稍
2874	税
2875	稔
2876	稗
2877	稚
2878	稠
2879	稳
2880	稻
2881	稼
2882	稽
2883	稿
2884	穆
2885	穑
2886	穗
2887	穰
2888	穴
2889	究
2890	穷
2891	穸
2892	穹
2893	空
2894	穿
2895	窀
2896	突
2897	窃
2898	窄
2899	窍
2900	窑
2901	窗
2902	窘
2903	窜
2904	窝
2905	窟
2906	窠
2907	窥
2908	窭
2909	窿
2910	立
2911	竖
2912	站
2913	竞
2914	竟
2915	章
2916	竣
2917	童
2918	竭
2919	端
2920	竹
2921	竽
2922	竿
2923	笃
2924	笄
2925	笆
2926	笋
2927	笏
2928	笑
2929	笔
2930	笙
2931	笛
2932	笞
2933	笠
2934	笤
2935	符
2936	笨
2937	第
2938	笺
2939	笼
2940	笾
2941	筅
2942	等
2943	筋
2944	筏
2945	筑
2946	筒
2947	答
2948	策
2949	筛
2950	筜
2951	筝
2952	筵
2953	筷
2954	筹
2955	筼
2956	签
2957	简
2958	箍
2959	箕
2960	算
2961	管
2962	箦
2963	箧
2964	箩
2965	箪
2966	箫
2967	箬
2968	箭
2969	箱
2970	箴
2971	箸
2972	篆
2973	篇
2974	篓
2975	篙
2976	篦
2977	篮
2978	篱
2979	篷
2980	篾
2981	簇
2982	簋
2983	簌
2984	簟
2985	簧
2986	簪
2987	簸
2988	簿
2989	籁
2990	籍
2991	米
2992	类
2993	粉
2994	粒
2995	粗
2996	粘
2997	粝
2998	粤
2999	粥
3000	粪
3001	粮
3002	粱
3003	粳
3004	粼
3005	粽
3006	精
3007	糊
3008	糕
3009	糖
3010	糙
3011	糜
3012	糟
3013	糠
3014	糯
3015	系
3016	紊
3017	素
3018	索
3019	紧
3020	紫
3021	累
3022	絮
3023	縠
3024	縻
3025	繁
3026	繇
3027	纂
3028	纛
3029	纠
3030	纡
3031	红
3032	纣
3033	纤
3034	约
3035	级
3036	纨
3037	纪
3038	纫
3039	纬
3040	纯
3041	纱
3042	纲
3043	纳
3044	纵
3045	纶
3046	纷
3047	纸
3048	纹
3049	纺
3050	纾
3051	线
3052	练
3053	组
3054	绅
3055	细
3056	织
3057	终
3058	绉
3059	绊
3060	绍
3061	绎
3062	经
3063	绑
3064	绒
3065	结
3066	绔
3067	绕
3068	给
3069	绛
3070	络
3071	绝
3072	绞
3073	统
3074	绡
3075	绢
3076	绣
3077	绦
3078	继
3079	绩
3080	绪
3081	绫
3082	续
3083	绮
3084	绰
3085	绱
3086	绳
3087	维
3088	绵
3089	绸
3090	绺
3091	绻
3092	绽
3093	绾
3094	绿
3095	缀
3096	缁
3097	缂
3098	缄
3099	缆
3100	缈
3101	缉
3102	缋
3103	缎
3104	缓
3105	缕
3106	编
3107	缘
3108	缚
3109	缝
3110	缟
3111	缠
3112	缢
3113	缤
3114	缥
3115	缦
3116	缨
3117	缩
3118	缪
3119	缭
3120	缮
3121	缯
3122	缱
3123	缴
3124	缸
3125	缺
3126	罄
3127	罐
3128	网
3129	罔
3130	罕
3131	罗
3132	罘
3133	罚
3134	罢
3135	罦
3136	罩
3137	罪
3138	罬
3139	置
3140	署
3141	罴
3142	罽
3143	羁
3144	羊
3145	羌
3146	美
3147	羔
3148	羞
3149	羡
3150	群
3151	羯
3152	羲
3153	羸
3154	羹
3155	羼
3156	羽
3157	翁
3158	翅
3159	翎
3160	翔
3161	翘
3162	翠
3163	翡
3164	翥
3165	翩
3166	翰
3167	翳
3168	翻
3169	翼
3170	耀
3171	老
3172	考
3173	者
3174	耆
3175	而
3176	耍
3177	耐
3178	耕
3179	耗
3180	耪
3181	耳
3182	耶
3183	耸
3184	耻
3185	耽
3186	耿
3187	聂
3188	聆
3189	聊
3190	聋
3191	职
3192	聒
3193	联
3194	聘
3195	聚
3196	聪
3197	肃
3198	肄
3199	肆
3200	肉
3201	肋
3202	肌
3203	肓
3204	肖
3205	肘
3206	肚
3207	肝
3208	肠
3209	股
3210	肢
3211	肤
3212	肥
3213	肩
3214	肮
3215	肯
3216	育
3217	肴
3218	肷
3219	肺
3220	肿
3221	胀
3222	胁
3223	胃
3224	胆
3225	背
3226	胎
3227	胖
3228	胜
3229	胞
3230	胡
3231	胥
3232	胧
3233	胫
3234	胭
3235	胱
3236	胳
3237	胶
3238	胸
3239	能
3240	脂
3241	脆
3242	脉
3243	脊
3244	脏
3245	脐
3246	脑
3247	脓
3248	脖
3249	脚
3250	脯
3251	脱
3252	脸
3253	脾
3254	腆
3255	腊
3256	腋
3257	腌
3258	腐
3259	腑
3260	腔
3261	腕
3262	腥
3263	腮
3264	腰
3265	腹
3266	腻
3267	腼
3268	腾
3269	腿
3270	膀
3271	膈
3272	膊
3273	膏
3274	膛
3275	膝
3276	膨
3277	膳
3278	膺
3279	膻
3280	臀
3281	臂
3282	臆
3283	臊
3284	臣
3285	自
3286	臭
3287	至
3288	致
3289	臻
3290	臼
3291	臾
3292	舀
3293	舅
3294	舆
3295	舌
3296	舍
3297	舒
3298	舔
3299	舛
3300	舜
3301	舞
3302	舟
3303	舡
3304	舫
3305	般
3306	舱
3307	舵
3308	舷
3309	船
3310	舻
3311	艘
3312	艟
3313	良
3314	艰
3315	色
3316	艳
3317	艺
3318	艾
3319	节
3320	芈
3321	芋
3322	芍
3323	芎
3324	芏
3325	芒
3326	芙
3327	芜
3328	芝
3329	芟
3330	芥
3331	芦
3332	芪
3333	芬
3334	芭
3335	芰
3336	花
3337	芳
3338	芷
3339	芸
3340	芹
3341	芽
3342	苇
3343	苍
3344	苏
3345	苑
3346	苒
3347	苓
3348	苔
3349	苗
3350	苛
3351	苞
3352	苟
3353	若
3354	苦
3355	英
3356	苹
3357	茁
3358	茂
3359	范
3360	茄
3361	茅
3362	茆
3363	茉
3364	茎
3365	茏
3366	茑
3367	茔
3368	茗
3369	茜
3370	茝
3371	茧
3372	茫
3373	茯
3374	茵
3375	茶
3376	茹
3377	荆
3378	荇
3379	草
3380	荏
3381	荐
3382	荑
3383	荒
3384	荔
3385	荚
3386	荡
3387	荣
3388	荤
3389	荧
3390	荨
3391	荫
3392	药
3393	荷
3394	荻
3395	荼
3396	莉
3397	莒
3398	莠
3399	莫
3400	莱
3401	莲
3402	莳
3403	获
3404	莹
3405	莺
3406	莼
3407	莽
3408	菁
3409	菇
3410	菊
3411	菌
3412	菖
3413	菜
3414	菡
3415	菩
3416	菱
3417	菲
3418	萃
3419	萄
3420	萌
3421	萍
3422	萎
3423	萝
3424	萤
3425	营
3426	萦
3427	萧
3428	萨
3429	萱
3430	萼
3431	落
3432	葆
3433	著
3434	葛
3435	葡
3436	董
3437	葩
3438	葫
3439	葬
3440	葭
3441	葱
3442	葳
3443	葵
3444	葹
3445	葺
3446	蒂
3447	蒋
3448	蒙
3449	蒜
3450	蒩
3451	蒲
3452	蒸
3453	蒹
3454	蒿
3455	蓁
3456	蓄
3457	蓉
3458	蓊
3459	蓍
3460	蓑
3461	蓝
3462	蓦
3463	蓬
3464	蓼
3465	蔑
3466	蔓
3467	蔚
3468	蔡
3469	蔬
3470	蔷
3471	蔺
3472	蔻
3473	蔼
3474	蔽
3475	蕃
3476	蕉
3477	蕊
3478	蕖
3479	蕙
3480	蕤
3481	蕴
3482	薄
3483	薇
3484	薋
3485	薛
3486	薜
3487	薨
3488	薪
3489	薰
3490	藏
3491	藐
3492	藓
3493	藕
3494	藜
3495	藤
3496	藩
3497	藻
3498	藿
3499	蘅
3500	蘑
3501	蘩
3502	蘸
3503	蘼
3504	虎
3505	虏
3506	虐
3507	虑
3508	虔
3509	虚
3510	虞
3511	虫
3512	虬
3513	虱
3514	虹
3515	虼
3516	虽
3517	虾
3518	虿
3519	蚁
3520	蚂
3521	蚊
3522	蚌
3523	蚍
3524	蚓
3525	蚤
3526	蚩
3527	蚰
3528	蚱
3529	蛆
3530	蛇
3531	蛊
3532	蛋
3533	蛏
3534	蛔
3535	蛙
3536	蛛
3537	蛟
3538	蛤
3539	蛩
3540	蛮
3541	蛰
3542	蛲
3543	蛾
3544	蜀
3545	蜂
3546	蜃
3547	蜜
3548	蜡
3549	蜮
3550	蝇
3551	蝈
3552	蝉
3553	蝌
3554	蝎
3555	蝗
3556	蝠
3557	蝴
3558	蝶
3559	螂
3560	螃
3561	螅
3562	融
3563	螫
3564	螭
3565	螯
3566	螺
3567	蟀
3568	蟆
3569	蟋
3570	蟒
3571	蟠
3572	蟹
3573	蟾
3574	蠓
3575	蠖
3576	蠡
3577	蠢
3578	蠲
3579	蠹
3580	血
3581	衄
3582	衅
3583	行
3584	衍
3585	衔
3586	街
3587	衙
3588	衡
3589	衢
3590	衣
3591	补
3592	表
3593	衫
3594	衬
3595	衰
3596	衲
3597	衷
3598	衾
3599	衿
3600	袂
3601	袄
3602	袅
3603	袋
3604	袍
3605	袖
3606	袜
3607	被
3608	袭
3609	袱
3610	袷
3611	裁
3612	裂
3613	装
3614	裉
3615	裔
3616	裕
3617	裘
3618	裙
3619	裢
3620	裤
3621	裨
3622	裱
3623	裳
3624	裹
3625	裾
3626	褂
3627	褒
3628	褓
3629	褛
3630	褡
3631	褥
3632	褪
3633	褫
3634	褴
3635	褶
3636	襁
3637	襄
3638	襟
3639	西
3640	要
3641	覆
3642	见
3643	观
3644	规
3645	觅
3646	视
3647	觇
3648	览
3649	觉
3650	觊
3651	觌
3652	觎
3653	觐
3654	觑
3655	角
3656	觚
3657	觞
3658	解
3659	觥
3660	触
3661	觯
3662	言
3663	詹
3664	誉
3665	誊
3666	誓
3667	謑
3668	警
3669	譬
3670	计
3671	订
3672	讣
3673	认
3674	讥
3675	讨
3676	让
3677	讪
3678	讫
3679	训
3680	议
3681	讯
3682	记
3683	讲
3684	讳
3685	讵
3686	讶
3687	许
3688	讹
3689	论
3690	讼
3691	讽
3692	设
3693	访
3694	证
3695	评
3696	识
3697	诈
3698	诉
3699	诊
3700	诋
3701	诌
3702	词
3703	诎
3704	诏
3705	诐
3706	诒
3707	诓
3708	诔
3709	试
3710	诗
3711	诘
3712	诙
3713	诚
3714	诛
3715	话
3716	诞
3717	诟
3718	诡
3719	询
3720	诣
3721	该
3722	详
3723	诧
3724	诨
3725	诬
3726	语
3727	诮
3728	误
3729	诰
3730	诱
3731	诲
3732	诳
3733	说
3734	诵
3735	诶
3736	请
3737	诸
3738	诺
3739	读
3740	诼
3741	诽
3742	课
3743	谁
3744	调
3745	谅
3746	谆
3747	谇
3748	谈
3749	谊
3750	谋
3751	谎
3752	谏
3753	谐
3754	谑
3755	谒
3756	谓
3757	谕
3758	谖
3759	谗
3760	谙
3761	谚
3762	谛
3763	谜
3764	谢
3765	谣
3766	谤
3767	谥
3768	谦
3769	谨
3770	谪
3771	谬
3772	谭
3773	谯
3774	谱
3775	谲
3776	谴
3777	谵
3778	谶
3779	谷
3780	豁
3781	豆
3782	豇
3783	豕
3784	象
3785	豪
3786	豫
3787	豹
3788	貂
3789	貉
3790	貌
3791	贝
3792	贞
3793	负
3794	贡
3795	财
3796	责
3797	贤
3798	败
3799	账
3800	货
3801	质
3802	贩
3803	贪
3804	贫
3805	贬
3806	购
3807	贮
3808	贯
3809	贱
3810	贴
3811	贵
3812	贷
3813	贸
3814	费
3815	贺
3816	贻
3817	贼
3818	贽
3819	贾
3820	贿
3821	赁
3822	赃
3823	资
3824	赈
3825	赊
3826	赋
3827	赌
3828	赍
3829	赎
3830	赏
3831	赐
3832	赔
3833	赖
3834	赘
3835	赚
3836	赛
3837	赞
3838	赠
3839	赡
3840	赢
3841	赤
3842	赦
3843	赧
3844	赫
3845	赭
3846	走
3847	赴
3848	赵
3849	赶
3850	起
3851	趁
3852	趄
3853	超
3854	越
3855	趋
3856	趔
3857	趟
3858	趣
3859	趱
3860	足
3861	趸
3862	趺
3863	趾
3864	跃
3865	跄
3866	跋
3867	跌
3868	跏
3869	跑
3870	跖
3871	跛
3872	跟
3873	跣
3874	跤
3875	跨
3876	跪
3877	路
3878	跳
3879	践
3880	跷
3881	跸
3882	跹
3883	跺
3884	踉
3885	踊
3886	踌
3887	踏
3888	踞
3889	踟
3890	踢
3891	踩
3892	踪
3893	踮
3894	踱
3895	踹
3896	蹁
3897	蹄
3898	蹇
3899	蹈
3900	蹋
3901	蹑
3902	蹙
3903	蹦
3904	蹬
3905	蹭
3906	蹰
3907	蹲
3908	蹶
3909	蹿
3910	躁
3911	躇
3912	身
3913	躬
3914	躯
3915	躲
3916	躺
3917	车
3918	轧
3919	轨
3920	轩
3921	轫
3922	转
3923	轮
3924	软
3925	轰
3926	轲
3927	轳
3928	轴
3929	轸
3930	轻
3931	轼
3932	载
3933	轿
3934	较
3935	辅
3936	辆
3937	辈
3938	辉
3939	辍
3940	辏
3941	辐
3942	输
3943	辔
3944	辕
3945	辖
3946	辗
3947	辘
3948	辙
3949	辛
3950	辜
3951	辞
3952	辟
3953	辣
3954	辨
3955	辩
3956	辫
3957	辰
3958	辱
3959	边
3960	达
3961	迁
3962	迂
3963	迄
3964	迅
3965	过
3966	迈
3967	迎
3968	运
3969	近
3970	返
3971	还
3972	这
3973	进
3974	远
3975	违
3976	连
3977	迟
3978	迢
3979	迤
3980	迥
3981	迩
3982	迫
3983	迭
3984	述
3985	迷
3986	迸
3987	迹
3988	追
3989	退
3990	送
3991	适
3992	逃
3993	逅
3994	逆
3995	选
3996	逊
3997	逋
3998	逍
3999	透
4000	逐
4001	逑
4002	递
4003	途
4004	逗
4005	通
4006	逛
4007	逝
4008	逞
4009	速
4010	造
4011	逡
4012	逢
4013	逭
4014	逮
4015	逵
4016	逶
4017	逸
4018	逻
4019	逼
4020	逾
4021	遁
4022	遂
4023	遇
4024	遍
4025	遏
4026	遐
4027	道
4028	遗
4029	遣
4030	遥
4031	遨
4032	遭
4033	遮
4034	遵
4035	遽
4036	避
4037	邀
4038	邂
4039	邑
4040	邓
4041	邙
4042	邢
4043	那
4044	邦
4045	邪
4046	邬
4047	邱
4048	邸
4049	邻
4050	郁
4051	郊
4052	郎
4053	郑
4054	郝
4055	郡
4056	部
4057	郭
4058	都
4059	鄙
4060	鄱
4061	酉
4062	酌
4063	配
4064	酒
4065	酗
4066	酡
4067	酣
4068	酥
4069	酪
4070	酬
4071	酱
4072	酴
4073	酷
4074	酸
4075	酹
4076	酽
4077	酿
4078	醁
4079	醅
4080	醉
4081	醋
4082	醍
4083	醐
4084	醑
4085	醒
4086	醚
4087	醢
4088	醪
4089	醮
4090	醺
4091	醽
4092	采
4093	释
4094	里
4095	重
4096	野
4097	量
4098	金
4099	釜
4100	鉴
4101	銮
4102	錾
4103	鎏
4104	鏊
4105	针
4106	钉
4107	钊
4108	钍
4109	钏
4110	钓
4111	钗
4112	钚
4113	钝
4114	钟
4115	钢
4116	钤
4117	钥
4118	钦
4119	钩
4120	钮
4121	钱
4122	钵
4123	钻
4124	钿
4125	铁
4126	铃
4127	铄
4128	铅
4129	铙
4130	铛
4131	铜
4132	铞
4133	铢
4134	铫
4135	铭
4136	铰
4137	铲
4138	银
4139	铸
4140	铺
4141	铿
4142	销
4143	锁
4144	锄
4145	锅
4146	锈
4147	锋
4148	锎
4149	错
4150	锝
4151	锞
4152	锡
4153	锢
4154	锣
4155	锤
4156	锥
4157	锦
4158	锨
4159	锭
4160	键
4161	锯
4162	锱
4163	锴
4164	锵
4165	锹
4166	锺
4167	锻
4168	锼
4169	锾
4170	镀
4171	镂
4172	镆
4173	镇
4174	镌
4175	镒
4176	镛
4177	镜
4178	镢
4179	镫
4180	镯
4181	镶
4182	长
4183	门
4184	闩
4185	闪
4186	闭
4187	问
4188	闯
4189	闱
4190	闲
4191	间
4192	闷
4193	闸
4194	闹
4195	闺
4196	闻
4197	闽
4198	阁
4199	阃
4200	阄
4201	阅
4202	阆
4203	阊
4204	阋
4205	阌
4206	阎
4207	阐
4208	阑
4209	阔
4210	阕
4211	阖
4212	阗
4213	阙
4214	阜
4215	队
4216	阮
4217	防
4218	阳
4219	阴
4220	阵
4221	阶
4222	阻
4223	阿
4224	陀
4225	附
4226	际
4227	陆
4228	陇
4229	陈
4230	陋
4231	陌
4232	降
4233	限
4234	陛
4235	陟
4236	陡
4237	院
4238	除
4239	陨
4240	险
4241	陪
4242	陵
4243	陶
4244	陷
4245	隅
4246	隆
4247	隋
4248	隍
4249	随
4250	隐
4251	隔
4252	隙
4253	障
4254	隧
4255	隶
4256	隼
4257	隽
4258	难
4259	雀
4260	雁
4261	雄
4262	雅
4263	集
4264	雇
4265	雉
4266	雌
4267	雏
4268	雕
4269	雠
4270	雨
4271	雪
4272	雯
4273	雳
4274	零
4275	雷
4276	雹
4277	雾
4278	需
4279	霁
4280	霄
4281	霆
4282	震
4283	霉
4284	霍
4285	霓
4286	霖
4287	霜
4288	霞
4289	霭
4290	霰
4291	露
4292	霸
4293	霹
4294	霾
4295	青
4296	靖
4297	静
4298	靛
4299	非
4300	靠
4301	靡
4302	面
4303	靥
4304	革
4305	靴
4306	靶
4307	靼
4308	鞋
4309	鞍
4310	鞒
4311	鞘
4312	鞫
4313	鞭
4314	鞯
4315	韦
4316	韩
4317	音
4318	韵
4319	韶
4320	顑
4321	页
4322	顶
4323	顷
4324	顸
4325	项
4326	顺
4327	须
4328	顽
4329	顾
4330	顿
4331	颁
4332	颂
4333	预
4334	颅
4335	领
4336	颇
4337	颈
4338	颊
4339	颏
4340	颐
4341	频
4342	颓
4343	颔
4344	颖
4345	颗
4346	题
4347	颜
4348	额
4349	颟
4350	颠
4351	颡
4352	颤
4353	颦
4354	颧
4355	风
4356	飒
4357	飕
4358	飘
4359	飚
4360	飞
4361	食
4362	飧
4363	飨
4364	餍
4365	餐
4366	餮
4367	饕
4368	饥
4369	饧
4370	饫
4371	饬
4372	饭
4373	饮
4374	饯
4375	饰
4376	饱
4377	饲
4378	饵
4379	饶
4380	饷
4381	饺
4382	饼
4383	饽
4384	饿
4385	馀
4386	馁
4387	馅
4388	馆
4389	馈
4390	馊
4391	馋
4392	馑
4393	馒
4394	馔
4395	首
4396	馗
4397	香
4398	馥
4399	駬
4400	騄
4401	马
4402	驭
4403	驮
4404	驯
4405	驰
4406	驱
4407	驳
4408	驴
4409	驶
4410	驸
4411	驹
4412	驻
4413	驼
4414	驾
4415	驿
4416	骀
4417	骂
4418	骄
4419	骆
4420	骇
4421	骊
4422	验
4423	骑
4424	骓
4425	骗
4426	骘
4427	骚
4428	骛
4429	骡
4430	骢
4431	骤
4432	骥
4433	骨
4434	骰
4435	骷
4436	骸
4437	骼
4438	髅
4439	髓
4440	高
4441	髯
4442	髻
4443	鬓
4444	鬟
4445	鬯
4446	鬼
4447	魁
4448	魂
4449	魄
4450	魇
4451	魔
4452	鱼
4453	鲁
4454	鲅
4455	鲈
4456	鲍
4457	鲔
4458	鲛
4459	鲜
4460	鲞
4461	鲟
4462	鲦
4463	鲫
4464	鲸
4465	鳅
4466	鳇
4467	鳌
4468	鳏
4469	鳖
4470	鳞
4471	鳷
4472	鸟
4473	鸠
4474	鸡
4475	鸣
4476	鸥
4477	鸦
4478	鸩
4479	鸪
4480	鸭
4481	鸮
4482	鸯
4483	鸳
4484	鸷
4485	鸹
4486	鸽
4487	鸾
4488	鸿
4489	鹃
4490	鹄
4491	鹅
4492	鹉
4493	鹊
4494	鹌
4495	鹑
4496	鹘
4497	鹞
4498	鹤
4499	鹦
4500	鹧
4501	鹭
4502	鹰
4503	鹾
4504	鹿
4505	麈
4506	麋
4507	麒
4508	麝
4509	麟
4510	麦
4511	麻
4512	麾
4513	黄
4514	黉
4515	黍
4516	黎
4517	黑
4518	默
4519	黛
4520	黜
4521	黥
4522	黧
4523	黹
4524	黻
4525	黼
4526	黾
4527	鼋
4528	鼎
4529	鼐
4530	鼓
4531	鼠
4532	鼻
4533	鼾
4534	齐
4535	齑
4536	齿
4537	龄
4538	龅
4539	龋
4540	龙
4541	龛
4542	龟
4543	︱
4544	！
4545	，
4546	．
4547	６
4548	：
4549	；
4550	？
4551	Ｋ
4552	Ｖ
